#incsv
"2019-4-8",151
"2019-4-9",75
"2019-4-10",239
"2019-4-11",197
"2019-4-12",183
"2019-4-13",286
"2019-4-14",371
"2019-4-15",92
"2019-4-16",109
"2019-4-17",179
"2019-4-18",89
"2019-4-19",93
"2019-4-20",262
"2019-4-21",255
"2019-4-22",164
"2019-4-23",67
"2019-4-24",106
"2019-4-25",122
"2019-4-26",138
"2019-4-27",248
"2019-4-28",304
